Season,Date,Time,Location,Opponent,City,Tournament,Result
2003,"November 8, 2003 (Saturday)",7:05 AM,Home,Lake Superior State,"Omaha, Neb.",,"L, 1-4 "
2003,"November 14, 2003 (Friday)",7:05 AM,Home,Northern Michigan,"Omaha, Neb.",,"W, 2-1 "
2003,"November 15, 2003 (Saturday)",7:05 AM,Home,Northern Michigan,"Omaha, Neb.",,"L, 2-4 "
2003,"November 21, 2003 (Friday)",6:35 AM,Away,Ferris State,"Big Rapids, Mich.",,"W, 4-1 "
2003,"November 22, 2003 (Saturday)",6:05 AM,Away,Ferris State,"Big Rapids, Mich.",,"L, 0-4 "
2003,"November 28, 2003 (Friday)",7:05 AM,Home,Massachusetts,"Omaha, Neb.",,"W, 7-2 "
2003,"November 29, 2003 (Saturday)",7:05 AM,Home,Massachusetts,"Omaha, Neb.",,"T, 1-1 "
2003,"December 5, 2003 (Friday)",10:05 AM,Away,Alaska Fairbanks,"Fairbanks, Alaska",,"L, 2-5 "
2003,"December 6, 2003 (Saturday)",10:05 PM,Away,Alaska Fairbanks,"Fairbanks, Alaska",,"L, 1-4 "
2003,"December 12, 2003 (Friday)",7:05 AM,Home,Michigan,"Omaha, Neb.",,"L, 1-2 "
2003,"December 13, 2003 (Saturday)",7:05 AM,Home,Michigan,"Omaha, Neb.",,"T, 3-3 "
2003,"December 27, 2003 (Saturday)",5:05 PM,,Yale,"Denver, Colo.",Denver Cup,"W, 5-2 "
2003,"December 28, 2003 (Sunday)",8:05 AM,Away,Denver,"Denver, Colo.",Denver Cup,"L, 3-6 "
2003,"January 7, 2004 (Wednesday)",7:05 PM,Home,Ferris State,"Omaha, Neb.",,"L, 2-5 "
2003,"January 8, 2004 (Thursday)",7:05 PM,Home,Ferris State,"Omaha, Neb.",,"W, 6-1 "
2003,"January 16, 2004 (Friday)",7:05 PM,Home,Western Michigan,"Omaha, Neb.",,"L, 4-5 "
2003,"January 17, 2004 (Saturday)",7:05 PM,Home,Western Michigan,"Omaha, Neb.",,"L, 2-3 "
2003,"January 23, 2004 (Friday)",6:35 PM,Away,Miami,"Oxford, Ohio",,"T, 2-2 "
2003,"January 24, 2004 (Saturday)",6:35 PM,Away,Miami,"Oxford, Ohio",,"L, 1-7 "
2003,"February 6, 2004 (Friday)",7:05 PM,Home,Bowling Green,"Omaha, Neb.",,"T, 3-3 "
2003,"February 7, 2004 (Saturday)",8:05 PM,Home,Bowling Green,"Omaha, Neb.",,"L, 1-3 "
2003,"February 13, 2004 (Friday)",6:05 PM,Away,Ohio State,"Columbus, Ohio",,"L, 1-3 "
2003,"February 14, 2004 (Saturday)",6:05 PM,Away,Ohio State,"Columbus, Ohio",,"L, 3-4 "
2003,"February 20, 2004 (Friday)",6:05 PM,Away,Michigan State,"East Lansing, Mich.",,"L, 0-3 "
2003,"February 21, 2004 (Saturday)",6:05 PM,Away,Michigan State,"East Lansing, Mich.",,"L, 0-5 "
2003,"February 27, 2004 (Friday)",7:05 PM,Home,Alaska Fairbanks,"Omaha, Neb.",,"L, 0-1 "
2003,"February 28, 2004 (Saturday)",7:05 PM,Home,Alaska Fairbanks,"Omaha, Neb.",,"W, 7-4 "
2003,"March 2, 2004 (Tuesday)",7:05 PM,Home,Minnesota State,"Omaha, Neb.",,"L, 3-5 "
2003,"March 6, 2004 (Saturday)",7:05 PM,Away,Minnesota State,"Mankato, Minn.",,"L, 1-9 "
2003,"March 12, 2004 (Friday)",6:35 PM,Away,Michigan,"Ann Arbor, Mich.",CCHA Playoffs,"L, 0-2 "
2003,"March 13, 2004 (Saturday)",6:35 PM,Away,Michigan,"Ann Arbor, Mich.",CCHA Playoffs,"W, 3-1 "
2003,"March 14, 2004 (Sunday)",6:35 PM,Away,Michigan,"Ann Arbor, Mich.",CCHA Playoffs,"L, 2-5"
2004,"October 4, 2004 (Monday)",TBA,Home,Manitoba (Exhib.),"Omaha, Neb.",,"W, 7-0 "
2004,"October 9, 2004 (Saturday)",TBA,Home,Connecticut,"Omaha, Neb.",Mutual of Omaha Stampede,"W, 4-1 "
2004,"October 10, 2004 (Sunday)",TBA,Home,Merrimack,"Omaha, Neb.",Mutual of Omaha Stampede,"W, 4-3 "
2004,"October 22, 2004 (Friday)",TBA,Home,Western Michigan,"Omaha, Neb.",,"W, 7-3 "
2004,"October 23, 2004 (Saturday)",TBA,Home,Western Michigan,"Omaha, Neb.",,"W, 4-3 "
2004,"October 29, 2004 (Friday)",TBA,Away,Michigan State,"East Lansing, Mich.",,"L, 2-5 "
2004,"October 30, 2004 (Saturday)",TBA,Away,Michigan State,"East Lansing, Mich.",,"W, 5-2 "
2004,"November 5, 2004 (Friday)",TBA,Away,Alaska Fairbanks,"Fairbanks, Alaska",,"L, 1-3 "
2004,"November 6, 2004 (Saturday)",TBA,Away,Alaska Fairbanks,"Fairbanks, Alaska",,"L, 2-3 "
2004,"November 12, 2004 (Friday)",TBA,Home,Bowling Green,"Omaha, Neb.",,"W, 4-2 "
2004,"November 13, 2004 (Saturday)",TBA,Home,Bowling Green,"Omaha, Neb.",,"L, 4-6 "
2004,"November 19, 2004 (Friday)",TBA,Home,Ohio State,"Omaha, Neb.",,"W, 4-0 "
2004,"November 20, 2004 (Saturday)",TBA,Home,Ohio State,"Omaha, Neb.",,"T, 4-4 "
2004,"December 3, 2004 (Friday)",TBA,Away,Northern Michigan,"Marquette, Mich.",,"L, 2-3 "
2004,"December 4, 2004 (Saturday)",TBA,Away,Northern Michigan,"Marquette, Mich.",,"L, 3-6 "
2004,"December 9, 2004 (Thursday)",TBA,Home,Lake Superior State,"Omaha, Neb.",,"L, 2-5 "
2004,"December 11, 2004 (Saturday)",TBA,Home,Lake Superior State,"Omaha, Neb.",,"W, 5-1 "
2004,"December 29, 2004 (Wednesday)",TBA,Away,Boston University,"Boston, Mass.",,"L, 1-4 "
2004,"December 30, 2004 (Thursday)",TBA,Away,Massachusetts,"Amherst, Mass.",,"L, 2-5 "
2004,"January 7, 2005 (Friday)",TBA,Home,Northern Michigan,"Omaha, Neb.",,"W, 3-1 "
2004,"January 8, 2005 (Saturday)",TBA,Home,Northern Michigan,"Omaha, Neb.",,"W, 3-1 "
2004,"January 14, 2005 (Friday)",TBA,Away,Ferris State,"Big Rapids, Mich.",,"T, 2-2 "
2004,"January 15, 2005 (Saturday)",TBA,Away,Ferris State,"Big Rapids, Mich.",,"W, 4-1 "
2004,"January 21, 2005 (Friday)",TBA,Away,Miami,"Oxford, Ohio",,"W, 5-2 "
2004,"January 22, 2005 (Saturday)",TBA,Away,Miami,"Oxford, Ohio",,"L, 2-4 "
2004,"January 28, 2005 (Friday)",TBA,Home,Wayne State,"Omaha, Neb.",,"W, 3-2 "
2004,"January 29, 2005 (Saturday)",TBA,Home,Wayne State,"Omaha, Neb.",,"W, 4-2 "
2004,"February 4, 2005 (Friday)",TBA,Away,Notre Dame,"Notre Dame, Ind.",,"T, 1-1 "
2004,"February 5, 2005 (Saturday)",TBA,Away,Notre Dame,"Notre Dame, Ind.",,"W, 6-3 "
2004,"February 11, 2005 (Friday)",TBA,Home,Michigan,"Omaha, Neb.",,"L, 4-6 "
2004,"February 12, 2005 (Saturday)",TBA,Home,Michigan,"Omaha, Neb.",,"L, 3-4 "
2004,"February 18, 2005 (Friday)",TBA,Away,Lake Superior State,"Sault Ste. Marie, Mich.",,"W, 5-2 "
2004,"February 19, 2005 (Saturday)",TBA,Away,Lake Superior State,"Sault Ste. Marie, Mich.",,"T, 3-3 "
2004,"February 25, 2005 (Friday)",TBA,Home,Alaska Fairbanks,"Omaha, Neb.",,"L, 4-6 "
2004,"February 26, 2005 (Saturday)",TBA,Home,Alaska Fairbanks,"Omaha, Neb.",,"W, 7-2 "
2004,"March 3, 2005 (Thursday)",TBA,Home,Minnesota State,"Omaha, Neb.",,"L, 2-6 "
2004,"March 5, 2005 (Saturday)",TBA,Away,Minnesota State,"Mankato, Minn.",,"L, 4-6 "
2004,"March 11, 2005 (Friday)",TBA,Home,Lake Superior State,"Omaha, Neb.",CCHA Playoffs,"W, 4-3 "
2004,"March 12, 2005 (Saturday)",TBA,Home,Lake Superior State,"Omaha, Neb.",CCHA Playoffs,"W, 4-3 "
2004,"March 17, 2005 (Thursday)",TBA,Neutral,Michigan State,"Detroit, Mich.",CCHA Super Six,"L, 0-5"
2005,"October 10, 2005 (Monday)",TBA,Home,Manitoba (Exh.),"Omaha, Neb.",,"W, 7-0 "
2005,"October 14, 2005 (Friday)",TBA,Home,Army,"Omaha, Neb.",Mutual of Omaha Stampede,"W, 3-2 "
2005,"October 15, 2005 (Saturday)",TBA,Home,New Hampshire,"Omaha, Neb.",Mutual of Omaha Stampede,"W, 5-3 "
2005,"October 21, 2005 (Friday)",TBA,Home,Miami,"Omaha, Neb.",,"L, 3-6 "
2005,"October 22, 2005 (Saturday)",TBA,Home,Miami,"Omaha, Neb.",,"L, 2-3 "
2005,"November 4, 2005 (Friday)",TBA,Away,Bowling Green,"Bowling Green, Ohio",,"L, 3-7 "
2005,"November 5, 2005 (Saturday)",TBA,Away,Bowling Green,"Bowling Green, Ohio",,"L, 3-4 "
2005,"November 11, 2005 (Friday)",TBA,Away,Michigan State,"East Lansing, Mich.",,"W, 7-4 "
2005,"November 12, 2005 (Saturday)",TBA,Away,Michigan State,"East Lansing, Mich.",,"W, 3-2 "
2005,"November 18, 2005 (Friday)",TBA,Home,Alaska Fairbanks,"Omaha, Neb.",,"W, 4-2 "
2005,"November 19, 2005 (Saturday)",TBA,Home,Alaska Fairbanks,"Omaha, Neb.",,"L, 3-4 "
2005,"November 22, 2005 (Tuesday)",TBA,Home,Minnesota State,"Omaha, Neb.",,"L, 3-6 "
2005,"November 25, 2005 (Friday)",TBA,,Providence,"Troy, N.Y.",Rensselaer/Bank of America Holiday Hockey Tournament,"W, 4-2 "
2005,"November 26, 2005 (Saturday)",TBA,,Holy Cross,"Troy, N.Y.",Rensselaer/Bank of America Holiday Hockey Tournament,"W, 6-1 "
2005,"December 2, 2005 (Friday)",TBA,Home,Ferris State,"Omaha, Neb.",,"W, 5-2 "
2005,"December 4, 2005 (Sunday)",TBA,Home,Ferris State,"Omaha, Neb.",,"W, 5-3 "
2005,"December 9, 2005 (Friday)",TBA,Away,Michigan,"Ann Arbor, Mich.",,"L, 2-4 "
2005,"December 10, 2005 (Saturday)",TBA,Away,Michigan,"Ann Arbor, Mich.",,"L, 3-7 "
2005,"December 29, 2005 (Thursday)",TBA,Home,Alabama Huntsville,"Omaha, Neb.",,"W, 8-5 "
2005,"December 31, 2005 (Saturday)",TBA,Home,Yale,"Omaha, Neb.",,"W, 3-2 "
2005,"January 3, 2006 (Tuesday)",TBA,Away,Minnesota State,"Mankato, Minn.",,"L, 2-5 "
2005,"January 6, 2006 (Friday)",TBA,Home,Notre Dame,"Omaha, Neb.",,"L, 1-4 "
2005,"January 7, 2006 (Saturday)",TBA,Home,Notre Dame,"Omaha, Neb.",,"T, 2-2 "
2005,"January 13, 2006 (Friday)",TBA,Away,Ohio State,"Columbus, Ohio",,"W, 2-0 "
2005,"January 14, 2006 (Saturday)",TBA,Away,Ohio State,"Columbus, Ohio",,"T, 2-2 "
2005,"January 20, 2006 (Friday)",TBA,Home,Michigan State,"Omaha, Neb.",,"L, 3-4 "
2005,"January 21, 2006 (Saturday)",TBA,Home,Michigan State,"Omaha, Neb.",,"W, 3-2 "
2005,"January 27, 2006 (Friday)",TBA,Away,Alaska-Fairbanks,"Fairbanks, Alaska",,"W, 4-1 "
2005,"January 28, 2006 (Saturday)",TBA,Away,Alaska-Fairbanks,"Fairbanks, Alaska",,"T, 3-3 "
2005,"February 3, 2006 (Friday)",TBA,Home,Lake Superior State,"Omaha, Neb.",,"W, 8-0 "
2005,"February 4, 2006 (Saturday)",TBA,Home,Lake Superior State,"Omaha, Neb.",,"T, 2-2 "
2005,"February 10, 2006 (Friday)",TBA,Away,Northern Michigan,"Marquette, Mich.",,"W, 2-1 "
2005,"February 11, 2006 (Saturday)",TBA,Away,Northern Michigan,"Marquette, Mich.",,"W, 8-3 "
2005,"February 17, 2006 (Friday)",TBA,Home,Michigan,"Omaha, Neb.",,"W, 4-3 "
2005,"February 18, 2006 (Saturday)",TBA,Home,Michigan,"Omaha, Neb.",,"T, 4-4 "
2005,"February 24, 2006 (Friday)",TBA,Away,Western Michigan,"Kalamazoo, Mich.",,"T, 5-5 "
2005,"February 25, 2006 (Saturday)",TBA,Away,Western Michigan,"Kalamazoo, Mich.",,"L, 3-6 "
2005,"March 3, 2006 (Friday)",TBA,Home,Bowling Green,"Omaha, Neb.",CCHA Playoffs,"W, 4-2 "
2005,"March 4, 2006 (Saturday)",TBA,Home,Bowling Green,"Omaha, Neb.",CCHA Playoffs,"W, 4-2 "
2005,"March 10, 2006 (Friday)",TBA,Away,Northern Michigan,"Marquette, Mich.",CCHA Playoffs,"L, 1-4 "
2005,"March 11, 2006 (Saturday)",TBA,Away,Northern Michigan,"Marquette, Mich.",CCHA Playoffs,"L, 2-3 "
2005,"March 24, 2006 (Friday)",TBA,,Boston University,"Worcester, Mass.",NCAA Regionals,"L, 2-9"
2006,"October 10, 2006 (Tuesday)",TBA,Home,Manitoba (Exhib.),"Omaha, Neb.",,"W, 8-0 "
2006,"October 13, 2006 (Friday)",TBA,,Colorado College,"Anchorage, Alaska",Nye Frontier Classic,"T, 2-2 "
2006,"October 14, 2006 (Saturday)",TBA,Away,Alaska Anchorage,"Anchorage, Alaska",Nye Frontier Classic,"T, 2-2 "
2006,"October 20, 2006 (Friday)",TBA,Home,Niagara,"Omaha, Neb.",Mutual of Omaha Stampede,"W, 10-1 "
2006,"October 21, 2006 (Saturday)",TBA,Home,Northern Michigan,"Omaha, Neb.",Mutual of Omaha Stampede,"L, 2-5 "
2006,"October 27, 2006 (Friday)",TBA,Home,Western Michigan,"Omaha, Neb.",,"W, 7-5 "
2006,"October 28, 2006 (Saturday)",TBA,Home,Western Michigan,"Omaha, Neb.",,"W, 6-0 "
2006,"November 3, 2006 (Friday)",TBA,Home,Alaska-Fairbanks,"Omaha, Neb.",,"T, 5-5 "
2006,"November 4, 2006 (Saturday)",TBA,Home,Alaska-Fairbanks,"Omaha, Neb.",,"L, 3-4 "
2006,"November 10, 2006 (Friday)",TBA,Away,Michigan,"Ann Arbor, Mich.",,"L, 4-6 "
2006,"November 11, 2006 (Saturday)",TBA,Away,Michigan,"Ann Arbor, Mich.",,"L, 1-5 "
2006,"November 17, 2006 (Friday)",TBA,Away,Miami,"Oxford, Ohio",,"L, 3-7 "
2006,"November 18, 2006 (Saturday)",TBA,Away,Miami,"Oxford, Ohio",,"L, 1-2 "
2006,"November 21, 2006 (Tuesday)",TBA,Away,Minnesota State,"Mankato, Minn.",,"T, 4-4 "
2006,"November 24, 2006 (Friday)",TBA,Home,Notre Dame,"Omaha, Neb.",,"L, 2-4 "
2006,"November 25, 2006 (Saturday)",TBA,Home,Notre Dame,"Omaha, Neb.",,"W, 3-2 "
2006,"December 1, 2006 (Friday)",TBA,Away,Bowling Green,"Bowling Green, Ohio",,"W, 4-1 "
2006,"December 2, 2006 (Saturday)",TBA,Away,Bowling Green,"Bowling Green, Ohio",,"W, 7-1 "
2006,"December 8, 2006 (Friday)",TBA,Home,Bentley,"Omaha, Neb.",,"W, 5-2 "
2006,"December 10, 2006 (Sunday)",TBA,Home,Bentley,"Omaha, Neb.",,"W, 7-2 "
2006,"December 29, 2006 (Friday)",TBA,Away,Princeton,"Princeton, N.J.",,"L, 2-3 "
2006,"December 30, 2006 (Saturday)",TBA,Away,Yale,"New Haven, Conn.",,"T, 4-4 "
2006,"January 5, 2007 (Friday)",TBA,Away,Lake Superior State,"Sault Ste. Marie, Mich.",,"T, 4-4 "
2006,"January 6, 2007 (Saturday)",TBA,Away,Lake Superior State,"Sault Ste. Marie, Mich.",,"L, 2-3 "
2006,"January 12, 2007 (Friday)",TBA,Home,Bowling Green,"Omaha, Neb.",,"W, 2-1 "
2006,"January 13, 2007 (Saturday)",TBA,Home,Bowling Green,"Omaha, Neb.",,"W, 7-0 "
2006,"January 16, 2007 (Tuesday)",TBA,Home,Minnesota State,"Omaha, Neb.",,"L, 2-3 "
2006,"January 19, 2007 (Friday)",TBA,Away,Ferris State,"Big Rapids, Mich.",,"W, 3-1 "
2006,"January 20, 2007 (Saturday)",TBA,Away,Ferris State,"Big Rapids, Mich.",,"L, 3-6 "
2006,"January 26, 2007 (Friday)",TBA,Home,Northern Michigan,"Omaha, Neb.",,"W, 5-2 "
2006,"January 27, 2007 (Saturday)",TBA,Home,Northern Michigan,"Omaha, Neb.",,"W, 6-1 "
2006,"February 2, 2007 (Friday)",TBA,Home,Michigan State,"Omaha, Neb.",,"L, 1-5 "
2006,"February 3, 2007 (Saturday)",TBA,Home,Michigan State,"Omaha, Neb.",,"T, 3-3 "
2006,"February 9, 2007 (Friday)",TBA,Away,Notre Dame,"Notre Dame, Ind.",,"L, 2-4 "
2006,"February 10, 2007 (Saturday)",TBA,Away,Notre Dame,"Notre Dame, Ind.",,"T, 2-2 "
2006,"February 16, 2007 (Friday)",TBA,Home,Ohio State,"Omaha, Neb.",,"L, 3-4 "
2006,"February 17, 2007 (Saturday)",TBA,Home,Ohio State,"Omaha, Neb.",,"W, 2-1 "
2006,"February 23, 2007 (Friday)",TBA,Away,Alaska-Fairbanks,"Fairbanks, Alaska",,"W, 4-3 "
2006,"February 24, 2007 (Saturday)",TBA,Away,Alaska-Fairbanks,"Fairbanks, Alaska",,"W, 5-3 "
2006,"March 2, 2007 (Friday)",TBA,Home,Bowling Green,"Omaha, Neb.",CCHA Playoffs,"W, 3-2 "
2006,"March 3, 2007 (Saturday)",TBA,Home,Bowling Green,"Omaha, Neb.",CCHA Playoffs,"W, 7-5 "
2006,"March 9, 2007 (Friday)",TBA,Away,Michigan State,"East Lansing, Mich.",CCHA Playoffs,"L, 2-4 "
2006,"March 10, 2007 (Saturday)",TBA,Away,Michigan State,"East Lansing, Mich.",CCHA Playoffs,"L, 1-4"
2007,"October 19, 2007 (Friday)",TBA,Home,Manitoba (Exhib.),"Omaha, Neb.",Mutual of Omaha Stampede,"W, 8-1 "
2007,"October 20, 2007 (Saturday)",TBA,Home,Alabama-Huntsville,"Omaha, Neb.",Mutual of Omaha Stampede,"W, 5-1 "
2007,"October 26, 2007 (Friday)",TBA,Away,Miami,"Oxford, Ohio",,"L, 2-7 "
2007,"October 27, 2007 (Saturday)",TBA,Away,Miami,"Oxford, Ohio",,"L, 2-5 "
2007,"November 2, 2007 (Friday)",TBA,Home,Michigan,"Omaha, Neb.",,"L, 3-6 "
2007,"November 3, 2007 (Saturday)",TBA,Home,Michigan,"Omaha, Neb.",,"L, 2-3 "
2007,"November 8, 2007 (Thursday)",TBA,Away,Ohio State,"Columbus, Ohio",,"W, 5-2 "
2007,"November 9, 2007 (Friday)",TBA,Away,Ohio State,"Columbus, Ohio",,"W, 5-2 "
2007,"November 16, 2007 (Friday)",TBA,Home,Ferris State,"Omaha, Neb.",,"L, 1-5 "
2007,"November 18, 2007 (Sunday)",TBA,Home,Ferris State,"Omaha, Neb.",,"W, 2-0 "
2007,"November 23, 2007 (Friday)",TBA,Home,Alaska,"Omaha, Neb.",,"W, 4-3 "
2007,"November 24, 2007 (Saturday)",TBA,Home,Alaska,"Omaha, Neb.",,"T, 4-4 "
2007,"November 30, 2007 (Friday)",TBA,Away,Notre Dame,"Notre Dame, Ind.",,"L, 4-5 "
2007,"December 1, 2007 (Saturday)",TBA,Away,Notre Dame,"Notre Dame, Ind.",,"L, 0-5 "
2007,"December 7, 2007 (Friday)",TBA,Home,Lake Superior State,"Omaha, Neb.",,"T, 1-1 "
2007,"December 8, 2007 (Saturday)",TBA,Home,Lake Superior State,"Omaha, Neb.",,"T, 3-3 "
2007,"December 14, 2007 (Friday)",TBA,Away,Union,"Schenectady, N.Y.",,"L, 2-3 "
2007,"December 15, 2007 (Saturday)",TBA,Away,Union,"Schenectady, N.Y.",,"W, 4-2 "
2007,"December 18, 2007 (Tuesday)",TBA,Home,Minnesota State,"Omaha, Neb.",,"W, 6-3 "
2007,"December 28, 2007 (Friday)",TBA,Home,Yale,"Omaha, Neb.",,"L, 3-6 "
2007,"December 30, 2007 (Sunday)",TBA,Home,Princeton,"Omaha, Neb.",,"L, 3-5 "
2007,"January 5, 2008 (Saturday)",TBA,Away,Western Michigan,"Kalamazoo, Mich.",,"W, 6-3 "
2007,"January 6, 2008 (Sunday)",TBA,Away,Western Michigan,"Kalamazoo, Mich.",,"W, 4-2 "
2007,"January 11, 2008 (Friday)",TBA,Home,Miami,"Omaha, Neb.",,"L, 3-6 "
2007,"January 12, 2008 (Saturday)",TBA,Home,Miami,"Omaha, Neb.",,"L, 1-4 "
2007,"January 18, 2008 (Friday)",TBA,Away,Alaska,"Fairbanks, Alaska",,"W, 3-1 "
2007,"January 19, 2008 (Saturday)",TBA,Away,Alaska,"Fairbanks, Alaska",,"W, 4-3 "
2007,"February 1, 2008 (Friday)",TBA,Away,Michigan State,"East Lansing, Mich.",,"W, 5-4 "
2007,"February 2, 2008 (Saturday)",TBA,Away,Michigan State,"East Lansing, Mich.",,"L, 2-4 "
2007,"February 8, 2008 (Friday)",TBA,Home,Ohio State,"Omaha, Neb.",,"T, 3-3 "
2007,"February 9, 2008 (Saturday)",TBA,Home,Ohio State,"Omaha, Neb.",,"W, 5-2 "
2007,"February 15, 2008 (Friday)",TBA,Home,Bowling Green,"Omaha, Neb.",,"W, 5-3 "
2007,"February 16, 2008 (Saturday)",TBA,Home,Bowling Green,"Omaha, Neb.",,"L, 1-3 "
2007,"February 22, 2008 (Friday)",TBA,Away,Northern Michigan,"Marquette, Mich.",,"L, 4-6 "
2007,"February 23, 2008 (Saturday)",TBA,Away,Northern Michigan,"Marquette, Mich.",,"L, 3-4 "
2007,"February 26, 2008 (Tuesday)",TBA,Away,Minnesota State,"Mankato, Minn.",,"W, 4-2 "
2007,"February 29, 2008 (Friday)",TBA,Home,U.S. National Development Team (Exhib.),"Omaha, Neb.",,"T, 3-3 "
2007,"March 6, 2008 (Thursday)",TBA,Home,Alaska,"Omaha, Neb.",CCHA Playoffs,"W, 4-3 "
2007,"March 8, 2008 (Saturday)",TBA,Home,Alaska,"Omaha, Neb.",CCHA Playoffs,"L, 3-5 "
2007,"March 9, 2008 (Sunday)",TBA,Home,Alaska,"Omaha, Neb.",CCHA Playoffs,"3OT W, 2-1 "
2007,"March 14, 2008 (Friday)",TBA,Away,Michigan,"Ann Arbor, Mich.",CCHA Playoffs,"L, 1-10 "
2007,"March 15, 2008 (Saturday)",TBA,Away,Michigan,"Ann Arbor, Mich.",CCHA Playoffs,"L, 1-2"
2008,"October 13, 2008 (Monday)",7:05 PM,Home,Manitoba (Exhib.),"Omaha, Neb.",,"W, 5-0 "
2008,"October 17, 2008 (Friday)",7:05 PM,Home,American International,"Omaha, Neb.",Mutual of Omaha Stampede,"W, 4-1 "
2008,"October 18, 2008 (Saturday)",7:05 PM,Home,Union,"Omaha, Neb.",Mutual of Omaha Stampede,"W, 2-1 "
2008,"October 24, 2008 (Friday)",7:05 PM,Home,Mercyhurst,"Omaha, Neb.",,"W, 3-1 "
2008,"October 25, 2008 (Saturday)",7:05 PM,Home,Mercyhurst,"Omaha, Neb.",,"W, 5-2 "
2008,"October 31, 2008 (Friday)",6:05 PM,Away,Bowling Green,"Bowling Green, Ohio",,"L, 2-3 "
2008,"November 1, 2008 (Saturday)",6:05 PM,Away,Bowling Green,"Bowling Green, Ohio",,"W, 5-3 "
2008,"November 7, 2008 (Friday)",6:35 PM,Away,Western Michigan,"Kalamazoo, Mich.",,"T, 2-2 "
2008,"November 8, 2008 (Saturday)",6:35 PM,Away,Western Michigan,"Kalamazoo, Mich.",,"W, 5-2 "
2008,"November 14, 2008 (Friday)",7:05 PM,Home,Ferris State,"Omaha, Neb.",,"L, 2-3 "
2008,"November 15, 2008 (Saturday)",7:05 PM,Home,Ferris State,"Omaha, Neb.",,"W, 4-2 "
2008,"November 21, 2008 (Friday)",7:05 PM,Home,Michigan State,"Omaha, Neb.",,"W, 7-1 "
2008,"November 22, 2008 (Saturday)",7:05 PM,Home,Michigan State,"Omaha, Neb.",,"W, 3-1 "
2008,"November 28, 2008 (Friday)",6:05 PM,Away,Ohio State,"Columbus, Ohio",,"L, 3-4 "
2008,"November 29, 2008 (Saturday)",7:05 PM,Away,Ohio State,"Columbus, Ohio",,"L, 2-3 "
2008,"December 5, 2008 (Friday)",7:05 PM,Home,Alaska,"Omaha, Neb.",,"T, 0-0 "
2008,"December 6, 2008 (Saturday)",7:05 PM,Home,Alaska,"Omaha, Neb.",,"T, 1-1 "
2008,"December 12, 2008 (Friday)",6:05 PM,Away,Lake Superior State,"Sault Ste. Marie, Mich.",,"W, 3-2 "
2008,"December 13, 2008 (Saturday)",6:05 PM,Away,Lake Superior State,"Sault Ste. Marie, Mich.",,"W, 2-1 "
2008,"December 29, 2008 (Monday)",6:00 PM,Away,Yale,"New Haven, Conn.",,"W, 8-3 "
2008,"December 30, 2008 (Tuesday)",6:00 PM,Away,Princeton,"Princeton, N.J.",,"L, 1-5 "
2008,"January 3, 2009 (Saturday)",7:05 PM,Away,Minnesota State,"Mankato, Minn.",,"L, 3-4 "
2008,"January 9, 2009 (Friday)",7:05 PM,Home,Northern Michigan,"Omaha, Neb.",,"W, 4-3 "
2008,"January 10, 2009 (Saturday)",7:05 PM,Home,Northern Michigan,"Omaha, Neb.",,"L, 2-3 "
2008,"January 16, 2009 (Friday)",10:05 PM,Away,Alaska,"Fairbanks, Alaska",,"L, 0-2 "
2008,"January 17, 2009 (Saturday)",10:05 PM,Away,Alaska,"Fairbanks, Alaska",,"T, 1-1 "
2008,"January 23, 2009 (Friday)",7:05 PM,Home,Miami,"Omaha, Neb.",,"T, 2-2 "
2008,"January 24, 2009 (Saturday)",7:05 PM,Home,Miami,"Omaha, Neb.",,"L, 1-6 "
2008,"January 30, 2009 (Friday)",6:05 PM,Away,Ferris State,"Big Rapids, Mich.",,"L, 1-7 "
2008,"January 31, 2009 (Saturday)",6:05 PM,Away,Ferris State,"Big Rapids, Mich.",,"T, 1-1 "
2008,"February 6, 2009 (Friday)",7:05 PM,Home,Western Michigan,"Omaha, Neb.",,"T, 1-1 "
2008,"February 7, 2009 (Saturday)",7:05 PM,Home,Western Michigan,"Omaha, Neb.",,"L, 0-5 "
2008,"February 13, 2009 (Friday)",6:35 PM,Away,Michigan,"Ann Arbor, Mich.",,"L, 3-8 "
2008,"February 14, 2009 (Saturday)",7:05 PM,Away,Michigan,"Ann Arbor, Mich.",,"L, 2-4 "
2008,"February 20, 2009 (Friday)",7:05 PM,Home,Notre Dame,"Omaha, Neb.",,"L, 3-4 "
2008,"February 21, 2009 (Saturday)",7:05 PM,Home,Notre Dame,"Omaha, Neb.",,"L, 0-1 "
2008,"February 24, 2009 (Tuesday)",7:05 PM,Home,Minnesota State,"Omaha, Neb.",,"T, 2-2 "
2008,"March 6, 2009 (Friday)",7:05 PM,Home,Ferris State,"Omaha, Neb.",CCHA Playoffs,"W, 3-0 "
2008,"March 7, 2009 (Saturday)",7:05 PM,Home,Ferris State,"Omaha, Neb",CCHA Playoffs,"W, 5-2 "
2008,"March 13, 2009 (Friday)",6:35 PM,Away,Notre Dame,"Notre Dame, Ind.",CCHA Playoffs,"L, 0-5 "
2008,"March 14, 2009 (Saturday)",6:05 PM,Away,Notre Dame,"Notre Dame, Ind.",CCHA Playoffs,"L, 0-1"
2009,"October 5, 2009 (Monday)",7:35 PM,Home,Lethbridge (Exhib.),"Omaha, Neb.",,"W, 2-1 "
2009,"October 9, 2009 (Friday)",7:35 PM,Home,Army,"Omaha, Neb.",Icebreaker Tournament,"W, 6-4 "
